Time Series,Detector Pair,AUC-PR
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,AE-AE,0.016870271643468986
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,CNN-AE,0.011079078851492164
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,CNN-CNN,0.00036
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,HBOS-AE,0.019785954169525586
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,HBOS-CNN,0.003415418287033316
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,HBOS-HBOS,0.28815947675833153
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST-AE,0.01906127235243825
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST-CNN,0.007634706076031509
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST-HBOS,0.02314465766709825
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST-IFOREST,0.00857087657895458
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST1-AE,0.02178684920927965
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST1-CNN,0.003113782813648748
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST1-HBOS,0.28815952713881887
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST1-IFOREST,0.0353486848148936
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,IFOREST1-IFOREST1,0.5031137828136487
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LOF-AE,0.016870271643468986
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LOF-CNN,0.00036
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LOF-HBOS,0.28815947675833153
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LOF-IFOREST,0.00857087657895458
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LOF-IFOREST1,0.5031137828136487
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LOF-LOF,0.50036
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LSTM-AE,0.010802465087800875
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LSTM-CNN,0.00036
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LSTM-HBOS,0.003406791647223944
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LSTM-IFOREST,0.007564477051592264
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LSTM-IFOREST1,0.0031101511879049674
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LSTM-LOF,0.00036
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,LSTM-LSTM,0.00036
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,MP-AE,0.28856442843267865
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,MP-CNN,0.00036578409457507896
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,MP-HBOS,0.28615225301805286
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,MP-IFOREST,0.286150440479224
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,MP-IFOREST1,0.2869532164693649
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,MP-LOF,0.28508936507197336
