Time Series,Detector Pair,AUC-PR
SMD/machine-1-5.test.csv@19.out,AE-AE,0.005349103485638115
SMD/machine-1-5.test.csv@19.out,CNN-AE,0.009296518401312483
SMD/machine-1-5.test.csv@19.out,CNN-CNN,0.08230528102135916
SMD/machine-1-5.test.csv@19.out,HBOS-AE,0.007320376883086185
SMD/machine-1-5.test.csv@19.out,HBOS-CNN,0.01603168991190485
SMD/machine-1-5.test.csv@19.out,HBOS-HBOS,0.01599400029120964
SMD/machine-1-5.test.csv@19.out,IFOREST-AE,0.006819705418426256
SMD/machine-1-5.test.csv@19.out,IFOREST-CNN,0.01662544359458097
SMD/machine-1-5.test.csv@19.out,IFOREST-HBOS,0.013713658503189573
SMD/machine-1-5.test.csv@19.out,IFOREST-IFOREST,0.015172263344864989
SMD/machine-1-5.test.csv@19.out,IFOREST1-AE,0.00947261010092765
SMD/machine-1-5.test.csv@19.out,IFOREST1-CNN,0.07180798438593301
SMD/machine-1-5.test.csv@19.out,IFOREST1-HBOS,0.02325646928830695
SMD/machine-1-5.test.csv@19.out,IFOREST1-IFOREST,0.023729946852526235
SMD/machine-1-5.test.csv@19.out,IFOREST1-IFOREST1,0.08556738553419574
SMD/machine-1-5.test.csv@19.out,LOF-AE,0.011757114108452562
SMD/machine-1-5.test.csv@19.out,LOF-CNN,0.076098376699954
SMD/machine-1-5.test.csv@19.out,LOF-HBOS,0.02227710391942503
SMD/machine-1-5.test.csv@19.out,LOF-IFOREST,0.024637361639487418
SMD/machine-1-5.test.csv@19.out,LOF-IFOREST1,0.06521658277181275
SMD/machine-1-5.test.csv@19.out,LOF-LOF,0.037618549793952995
SMD/machine-1-5.test.csv@19.out,LSTM-AE,0.010245480405861134
SMD/machine-1-5.test.csv@19.out,LSTM-CNN,0.11260447630593146
SMD/machine-1-5.test.csv@19.out,LSTM-HBOS,0.020205853165848803
SMD/machine-1-5.test.csv@19.out,LSTM-IFOREST,0.0221447888951235
SMD/machine-1-5.test.csv@19.out,LSTM-IFOREST1,0.09482358380141
SMD/machine-1-5.test.csv@19.out,LSTM-LOF,0.10890324870299012
SMD/machine-1-5.test.csv@19.out,LSTM-LSTM,0.10287955752262516
SMD/machine-1-5.test.csv@19.out,MP-AE,0.010618205666501901
SMD/machine-1-5.test.csv@19.out,MP-CNN,0.07776557639122009
SMD/machine-1-5.test.csv@19.out,MP-HBOS,0.021312326769852716
SMD/machine-1-5.test.csv@19.out,MP-IFOREST,0.022129285838536548
SMD/machine-1-5.test.csv@19.out,MP-IFOREST1,0.07617680506731728
SMD/machine-1-5.test.csv@19.out,MP-LOF,0.04131365861143457
SMD/machine-1-5.test.csv@19.out,MP-LSTM,0.09748657781250958
SMD/machine-1-5.test.csv@19.out,MP-MP,0.04368568522094118
SMD/machine-1-5.test.csv@19.out,NORMA-AE,0.009301812061449574
SMD/machine-1-5.test.csv@19.out,NORMA-CNN,0.05265982248566273
SMD/machine-1-5.test.csv@19.out,NORMA-HBOS,0.031642890865769366
SMD/machine-1-5.test.csv@19.out,NORMA-IFOREST,0.03313383010104455
SMD/machine-1-5.test.csv@19.out,NORMA-IFOREST1,0.07238287061330828
SMD/machine-1-5.test.csv@19.out,NORMA-LOF,0.04327868114135374
SMD/machine-1-5.test.csv@19.out,NORMA-LSTM,0.08926431604767508
SMD/machine-1-5.test.csv@19.out,NORMA-MP,0.04011574785453445
SMD/machine-1-5.test.csv@19.out,NORMA-NORMA,0.023378766492573384
SMD/machine-1-5.test.csv@19.out,OCSVM-AE,0.0023151574796939386
SMD/machine-1-5.test.csv@19.out,OCSVM-CNN,0.005818958774877483
SMD/machine-1-5.test.csv@19.out,OCSVM-HBOS,0.003077474027314573
SMD/machine-1-5.test.csv@19.out,OCSVM-IFOREST,0.002800256812592878
SMD/machine-1-5.test.csv@19.out,OCSVM-IFOREST1,0.004122194406155438
SMD/machine-1-5.test.csv@19.out,OCSVM-LOF,0.00380252408368806
SMD/machine-1-5.test.csv@19.out,OCSVM-LSTM,0.011058103878970344
SMD/machine-1-5.test.csv@19.out,OCSVM-MP,0.005885149026250215
SMD/machine-1-5.test.csv@19.out,OCSVM-NORMA,0.0050363999931378675
SMD/machine-1-5.test.csv@19.out,OCSVM-OCSVM,0.0022029908542139298
SMD/machine-1-5.test.csv@19.out,PCA-AE,0.006880358258111637
SMD/machine-1-5.test.csv@19.out,PCA-CNN,0.029354557318859904
SMD/machine-1-5.test.csv@19.out,PCA-HBOS,0.015969485582878307
SMD/machine-1-5.test.csv@19.out,PCA-IFOREST,0.013420735074958393
SMD/machine-1-5.test.csv@19.out,PCA-IFOREST1,0.03225244809895421
SMD/machine-1-5.test.csv@19.out,PCA-LOF,0.03665572145598282
SMD/machine-1-5.test.csv@19.out,PCA-LSTM,0.02618566580093392
SMD/machine-1-5.test.csv@19.out,PCA-MP,0.0242249796639374
SMD/machine-1-5.test.csv@19.out,PCA-NORMA,0.02397236176802176
SMD/machine-1-5.test.csv@19.out,PCA-OCSVM,0.002572156993873986
SMD/machine-1-5.test.csv@19.out,PCA-PCA,0.012677948809814972
SMD/machine-1-5.test.csv@19.out,POLY-AE,0.010276366023504784
SMD/machine-1-5.test.csv@19.out,POLY-CNN,0.05902510457234586
SMD/machine-1-5.test.csv@19.out,POLY-HBOS,0.03059863813160588
SMD/machine-1-5.test.csv@19.out,POLY-IFOREST,0.034589521494241125
SMD/machine-1-5.test.csv@19.out,POLY-IFOREST1,0.05396684613397523
SMD/machine-1-5.test.csv@19.out,POLY-LOF,0.06681600751003809
SMD/machine-1-5.test.csv@19.out,POLY-LSTM,0.08426881303462441
SMD/machine-1-5.test.csv@19.out,POLY-MP,0.06164923152552787
SMD/machine-1-5.test.csv@19.out,POLY-NORMA,0.04243129060819032
SMD/machine-1-5.test.csv@19.out,POLY-OCSVM,0.00540521357482595
SMD/machine-1-5.test.csv@19.out,POLY-PCA,0.027652245146417516
SMD/machine-1-5.test.csv@19.out,POLY-POLY,0.08651580865907658
SMD/machine-2-9.test.csv@9.out,AE-AE,0.09356115686663777
SMD/machine-2-9.test.csv@9.out,CNN-AE,0.07118792549140442
SMD/machine-2-9.test.csv@9.out,CNN-CNN,0.06574655139307402
SMD/machine-2-9.test.csv@9.out,HBOS-AE,0.2355276276464066
SMD/machine-2-9.test.csv@9.out,HBOS-CNN,0.10500239010374289
SMD/machine-2-9.test.csv@9.out,HBOS-HBOS,0.46623642604309307
SMD/machine-2-9.test.csv@9.out,IFOREST-AE,0.6069223778603132
SMD/machine-2-9.test.csv@9.out,IFOREST-CNN,0.49618966099175743
SMD/machine-2-9.test.csv@9.out,IFOREST-HBOS,0.6047363575838549
SMD/machine-2-9.test.csv@9.out,IFOREST-IFOREST,0.6526838906022836
SMD/machine-2-9.test.csv@9.out,IFOREST1-AE,0.4487892247836671
SMD/machine-2-9.test.csv@9.out,IFOREST1-CNN,0.2526782837260495
SMD/machine-2-9.test.csv@9.out,IFOREST1-HBOS,0.4875578158149096
SMD/machine-2-9.test.csv@9.out,IFOREST1-IFOREST,0.6159104944919461
SMD/machine-2-9.test.csv@9.out,IFOREST1-IFOREST1,0.4676006668490033
SMD/machine-2-9.test.csv@9.out,LOF-AE,0.17858159697271817
SMD/machine-2-9.test.csv@9.out,LOF-CNN,0.09578846106503638
SMD/machine-2-9.test.csv@9.out,LOF-HBOS,0.30121558113919883
SMD/machine-2-9.test.csv@9.out,LOF-IFOREST,0.5660193044317543
