Time Series,Detector Pair,AUC-PR
OPPORTUNITY/S3-ADL3.test.csv@126.out,AE-AE,0.07649556194049326
OPPORTUNITY/S3-ADL3.test.csv@126.out,CNN-AE,0.0675223771714617
OPPORTUNITY/S3-ADL3.test.csv@126.out,CNN-CNN,0.06027053310337782
OPPORTUNITY/S3-ADL3.test.csv@126.out,HBOS-AE,0.9823744966570616
OPPORTUNITY/S3-ADL3.test.csv@126.out,HBOS-CNN,0.9569724477592573
OPPORTUNITY/S3-ADL3.test.csv@126.out,HBOS-HBOS,0.980059408290297
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST-AE,0.8543273220072558
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST-CNN,0.642410611932822
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST-HBOS,0.8902888597126368
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST-IFOREST,0.8477470138362224
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST1-AE,0.2765625762046296
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST1-CNN,0.18840604208754286
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST1-HBOS,0.8732742476096971
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST1-IFOREST,0.5660176530121349
OPPORTUNITY/S3-ADL3.test.csv@126.out,IFOREST1-IFOREST1,0.21898860529738412
OPPORTUNITY/S3-ADL3.test.csv@126.out,LOF-AE,0.11472707323931797
OPPORTUNITY/S3-ADL3.test.csv@126.out,LOF-CNN,0.06990008788010248
OPPORTUNITY/S3-ADL3.test.csv@126.out,LOF-HBOS,0.9849801377666605
OPPORTUNITY/S3-ADL3.test.csv@126.out,LOF-IFOREST,0.8351200020264256
OPPORTUNITY/S3-ADL3.test.csv@126.out,LOF-IFOREST1,0.25021638620393427
OPPORTUNITY/S3-ADL3.test.csv@126.out,LOF-LOF,0.11012771887796659
OPPORTUNITY/S3-ADL3.test.csv@126.out,LSTM-AE,0.0716749061305315
OPPORTUNITY/S3-ADL3.test.csv@126.out,LSTM-CNN,0.0632397148169628
OPPORTUNITY/S3-ADL3.test.csv@126.out,LSTM-HBOS,0.9345856311173955
OPPORTUNITY/S3-ADL3.test.csv@126.out,LSTM-IFOREST,0.6838157320727383
OPPORTUNITY/S3-ADL3.test.csv@126.out,LSTM-IFOREST1,0.19534225401965719
OPPORTUNITY/S3-ADL3.test.csv@126.out,LSTM-LOF,0.07672403809487732
OPPORTUNITY/S3-ADL3.test.csv@126.out,LSTM-LSTM,0.06399089558692306
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-AE,0.08808176341207374
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-CNN,0.08551287430984254
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-HBOS,0.985948091640358
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-IFOREST,0.9080486182927571
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-IFOREST1,0.49705350600349135
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-LOF,0.13888310901234346
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-LSTM,0.09261300425261418
OPPORTUNITY/S3-ADL3.test.csv@126.out,MP-MP,0.09552094258726421
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-AE,0.08522156148360156
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-CNN,0.08244720726836394
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-HBOS,0.9799336330290964
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-IFOREST,0.8943387214028127
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-IFOREST1,0.48320223087320985
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-LOF,0.10884282136236625
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-LSTM,0.08656851935713492
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-MP,0.09105442688839968
OPPORTUNITY/S3-ADL3.test.csv@126.out,NORMA-NORMA,0.08657519689952602
OPPORTUNITY/S3-ADL3.test.csv@126.out,OCSVM-AE,0.0732496907013504
OPPORTUNITY/S3-ADL3.test.csv@126.out,OCSVM-CNN,0.0662738883051163
OPPORTUNITY/S3-ADL3.test.csv@126.out,OCSVM-HBOS,0.909248988562431
OPPORTUNITY/S3-ADL3.test.csv@126.out,OCSVM-IFOREST,0.6828691526379003
OPPORTUNITY/S3-ADL3.test.csv@126.out,OCSVM-IFOREST1,0.2458762925795836
