Time Series,Detector Pair,AUC-PR
Occupancy/room-occupancy-0.test.csv@5.out,AE-AE,0.8368659945108942
Occupancy/room-occupancy-0.test.csv@5.out,CNN-AE,0.837171512160056
Occupancy/room-occupancy-0.test.csv@5.out,CNN-CNN,0.6726994773345736
Occupancy/room-occupancy-0.test.csv@5.out,HBOS-AE,0.9605002443669143
Occupancy/room-occupancy-0.test.csv@5.out,HBOS-CNN,0.9507514048455962
Occupancy/room-occupancy-0.test.csv@5.out,HBOS-HBOS,0.8013421137464414
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST-AE,0.9247313721085718
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST-CNN,0.9107740068275272
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST-HBOS,0.8564738823393403
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST-IFOREST,0.8636880901580752
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST1-AE,0.8792855987162396
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST1-CNN,0.8475091793732242
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST1-HBOS,0.808420921327583
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST1-IFOREST,0.8219656992016924
Occupancy/room-occupancy-0.test.csv@5.out,IFOREST1-IFOREST1,0.6899393826439947
Occupancy/room-occupancy-0.test.csv@5.out,LOF-AE,0.665379353963493
Occupancy/room-occupancy-0.test.csv@5.out,LOF-CNN,0.6238999769020919
Occupancy/room-occupancy-0.test.csv@5.out,LOF-HBOS,0.7690032662593004
Occupancy/room-occupancy-0.test.csv@5.out,LOF-IFOREST,0.801217846473842
Occupancy/room-occupancy-0.test.csv@5.out,LOF-IFOREST1,0.577004113619431
Occupancy/room-occupancy-0.test.csv@5.out,LOF-LOF,0.40171826406656197
Occupancy/room-occupancy-0.test.csv@5.out,LSTM-AE,0.8376401433582269
Occupancy/room-occupancy-0.test.csv@5.out,LSTM-CNN,0.7415751856175704
Occupancy/room-occupancy-0.test.csv@5.out,LSTM-HBOS,0.9509765810613742
Occupancy/room-occupancy-0.test.csv@5.out,LSTM-IFOREST,0.9113540563843888
Occupancy/room-occupancy-0.test.csv@5.out,LSTM-IFOREST1,0.8472376848547484
Occupancy/room-occupancy-0.test.csv@5.out,LSTM-LOF,0.6232935631178119
Occupancy/room-occupancy-0.test.csv@5.out,LSTM-LSTM,0.7352358623133504
Occupancy/room-occupancy-0.test.csv@5.out,MP-AE,0.4576881035188033
Occupancy/room-occupancy-0.test.csv@5.out,MP-CNN,0.5068866549165174
Occupancy/room-occupancy-0.test.csv@5.out,MP-HBOS,0.6915316091990206
Occupancy/room-occupancy-0.test.csv@5.out,MP-IFOREST,0.6710429678649175
Occupancy/room-occupancy-0.test.csv@5.out,MP-IFOREST1,0.4492296610041998
Occupancy/room-occupancy-0.test.csv@5.out,MP-LOF,0.3276808106699328
Occupancy/room-occupancy-0.test.csv@5.out,MP-LSTM,0.5059353104120072
Occupancy/room-occupancy-0.test.csv@5.out,MP-MP,0.30853564360762425
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-AE,0.758442972380664
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-CNN,0.7242440663912435
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-HBOS,0.9089684317150848
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-IFOREST,0.8430241713742973
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-IFOREST1,0.752693457900277
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-LOF,0.47824128339188543
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-LSTM,0.7132424648290291
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-MP,0.3996300571445624
Occupancy/room-occupancy-0.test.csv@5.out,NORMA-NORMA,0.6400108959584286
