,AE,CNN,HBOS,IFOREST,IFOREST1,LOF,LSTM,MP,NORMA,OCSVM,PCA,POLY
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@8.out,0.016870271643468986,0.00036,0.28815947675833153,0.00857087657895458,0.5031137828136487,0.50036,0.00036,0.28508936507197336,0.002727582679849983,0.013780340025329418,0.2916283657734858,0.01186826551465534
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@8.out,0.018657708112542797,0.00036,0.2882983867028012,0.020571763363001712,0.5032150033489619,0.50036,0.0003601512635306829,0.28508963764461803,0.0007858333884409447,0.013420023938163031,0.29176691217628214,0.007728442536172011
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@8.out,0.017329728207481264,0.00036,0.28826116590924594,0.023278673933630627,0.5032085561497326,0.50036,0.00036,0.2850890931979656,0.002399998374922237,0.014168330770759446,0.2917300579947538,0.008288350903006907
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@13.out,0.0007006822700174115,0.00044667506250348964,0.016523683382053497,0.012309987729408878,0.016957719455014786,0.0009170541536716757,0.00036,0.018493410905993494,0.003279528877275081,0.007328417953660181,0.0155332467689012,0.0007740903970776989
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.008333311805924547,0.00036,0.28823381602202,0.009799161701789795,0.5031861226657226,0.50036,0.00036,0.2850890931979656,0.0023449685775947856,0.014168330770759446,0.29170276208795576,0.008294323289281617
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@4.out,0.0004308989043218035,0.0003900937850474885,0.13837939101568944,0.022248431067461827,0.0326219778983996,0.00036,0.00036,0.00036,0.0008310763028982551,0.00037561694299294534,0.010022999812923747,0.009745303089547012
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@8.out,0.0071112173728340895,0.00036,0.2883162682452215,0.020668521453634008,0.5032414910858996,0.50036,0.00036,0.28508936507197336,0.001530981846864127,0.013780340025329418,0.2917848276227448,0.007962323097489035
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@4.out,0.0012237880707687855,0.001534592267360075,0.1017301196389085,0.025049662567323487,0.036048948106344916,0.00036,0.00036,0.00036,0.0015239142427829265,0.0003768233216728234,0.006747449050611235,0.0009138988497603879
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.010359509118571995,0.00036,0.0027782793809094943,0.0045198511864183565,0.0032647138841026572,0.00683744259306041,0.00036,0.00036,0.0011180651942400415,0.010235425376352324,0.0032818268836318884,0.052469483176860794
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@10.out,0.0059846764805274325,0.00036,0.2881220766742187,0.00869364868453507,0.5030941125913193,0.50036,0.00036,0.2850890931979656,0.0009629224473105631,0.014168330770759446,0.29159123831614914,0.009537757446323339
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@4.out,0.001378365717746968,0.0010436459952784015,0.10870921441874444,0.01937005915514347,0.03327105285755454,0.0003625,0.0012149751977476874,0.0003625,0.001311929839500473,0.0003782506381495405,0.0056172769182094755,0.0008888043210036769
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@8.out,0.01373587799956789,0.0003625,0.2898969763752742,0.007919819084421619,0.5033077835568939,0.5003625,0.0003625,0.28657690240610045,0.0010307634369529951,0.013362006452672012,0.2933410853349436,0.010243864627995052
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@10.out,0.015166714611612276,0.00036,0.2882953330692697,0.010052476533800078,0.5032245062474808,0.50036,0.00036,0.28508936507197336,0.0018170646485442072,0.013780340025329418,0.29176401168680705,0.008482667733359369
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@13.out,0.001327807675603621,0.0009413856674032137,0.03009722624259968,0.016205512033945157,0.019973292092342464,0.001594128682951398,0.0010457114292510333,0.006929858312700806,0.0011145816905642355,0.0004421392237396881,0.02174185507581867,0.0008133145738426674
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@13.out,0.0033689813842595184,0.00036,0.017517891855573106,0.0114345445117028,0.01623646325330257,0.001732498755781577,0.00036,0.005943055877620576,0.002957233292627014,0.02498842694797505,0.01738610210793512,0.0016499407220568535
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@1.out,0.010231658252420063,0.0003625,0.0012017485732225396,0.001367944075749846,0.0012811903583798685,0.017340401309728956,0.0003625,0.28681801569224186,0.0018571216879888115,0.010241789437440207,0.0012094213913098758,0.014582304192191281
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.001281115405855959,0.0003892868265337901,0.11903740050874298,0.018894754717568976,0.01878672069827943,0.0003625,0.0003638498830661755,0.0003625,0.0017384633277072003,0.0003779100944878486,0.018976313065951555,0.00040238023952095806
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@2.out,0.0015654251029008281,0.0009701019954459101,0.517725258493353,0.02689037852004031,0.02569726662696761,0.00036,0.0003601584697266797,0.00036,0.0030277324402457986,0.00037428713110808967,0.01872519482786218,0.0004261642380085003
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@8.out,0.007204266929040991,0.0003625,0.28956820164298985,0.027369741359847374,0.5030686531787014,0.5003625,0.0003625,0.28657621398941724,0.0011768502716642936,0.014304251664291973,0.29301410821175444,0.008429006118720642
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@10.out,0.008578182328699963,0.0003625,0.28956820164298985,0.026771188658966806,0.5030686531787014,0.5003625,0.0003625,0.28657621398941724,0.0011015926371150718,0.014304251664291973,0.29301410821175444,0.008429006118720642
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.008420775708561349,0.00036,0.2881396777161994,0.024602221819007692,0.5030975735673722,0.50036,0.00036,0.28508936507197336,0.0031361180347800966,0.013780340025329418,0.2916086741541143,0.009012217453923128
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@12.out,0.0028125,0.0028125,0.005073967165794696,0.006516299436991729,0.008140494073720314,0.0028125,0.0028125,0.5029420994821905,0.08755561821734688,0.0028398907462475575,0.0032030840717035282,0.0028125
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@3.out,0.0075319871188096795,0.007329457673484376,0.461178816626211,0.4235443010733742,0.496156593581233,0.007285970319634703,0.006725979093276152,0.008921619973845477,0.06595979026108745,0.012219171365361041,0.1257568942024257,0.007626793587762698
GHL/26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv@7.out,0.00188,0.00188,0.5261911395932014,0.0072647178159476015,0.010592146036396417,0.00188,0.00188,0.5019108021303411,0.003248985295005894,0.00188,0.0028189710755574214,0.00188
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@16.out,0.0003625,0.0003625,0.0010290256191895536,0.0031670452559846235,0.004219040968342644,0.0003625,0.0003974541009040025,0.5004440633326187,0.0007157383458052796,0.0004104137536724955,0.0055889608387295715,0.0003625
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@4.out,0.0013782174098742207,0.0012038925860281577,0.12766707209659883,0.008074266063317275,0.033959890694591856,0.00036,0.00036,0.00036,0.0009446711363606544,0.0003772335267118965,0.0061109605861466845,0.003458184260137686
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@1.out,0.010272819284872146,0.00036,0.0010220354149548568,0.0027689773683312255,0.001493744943050974,0.0041479000919197,0.00036,0.00036,0.0009940641721744642,0.010235425376352324,0.0016384350821690692,0.0349147378857955
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@10.out,0.01584253407572078,0.00036,0.28815947675833153,0.025169517557257808,0.5031137828136487,0.50036,0.00036,0.28508936507197336,0.0025394090276804238,0.013780340025329418,0.2916283657734858,0.01186826551465534
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.006091378652959999,0.0004270487962562056,0.020486966407488996,0.012417172838809004,0.01711712491561699,0.0016911580614361026,0.00036,0.0034243048106095135,0.00294786713204593,0.008226468986958333,0.0176223238342212,0.0012381222634305817
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@1.out,0.010475817608165305,0.0003625,0.005663969368684279,0.030998968847352554,0.009209857723577236,0.0018005513492665678,0.0003625,0.2866501690699756,0.0008656277308032538,0.009896167345254305,0.009395743365192874,0.06806852507448474
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@8.out,0.02099406912489406,0.0003625,0.29000585198890944,0.01593055731751269,0.5033946715362645,0.5003625,0.0003625,0.28657690240610045,0.002812803103782735,0.013362006452672012,0.2934499799793813,0.007681080697735734
GHL/36_Lev_corr_Temp_fault_seed_159_vars_23.test.csv@13.out,0.008587703823311331,0.009328819142608776,0.4871929668185634,0.5410700953834224,0.47442771112940196,0.0050975,0.0050975,0.00830274256109221,0.07401299676427062,0.009600041742612048,0.08980600508691569,0.005975076999468571
GHL/45_Lev_corr_Temp_fault_seed_193_vars_23.test.csv@3.out,0.006577128166771133,0.009821461166921858,0.5211522694914896,0.4557307149618055,0.44723353249872694,0.005725,0.00911418308457282,0.008522877123135085,0.2711157121628008,0.010904719020544703,0.09115185795817167,0.006705225575818994
GHL/39_Lev_corr_Temp_fault_seed_170_vars_23.test.csv@3.out,0.002315774070255259,0.00244613125775931,0.6204614260179665,0.1364969309336106,0.18489325396634518,0.0021575,0.0032992827978529813,0.014836266670099662,0.015952470214399262,0.0038810063401644047,0.053167754774894785,0.0024154787822299123
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.018982536431474635,0.00036,0.2883880524186127,0.029652402571406274,0.5032995738050502,0.50036,0.00036,0.28508936507197336,0.008087500645350146,0.013780340025329418,0.2918565338704715,0.009387123493004176
