,AE,CNN,HBOS,IFOREST,IFOREST1,LOF,LSTM,MP,NORMA,OCSVM,PCA,POLY
MITDB/219.test.csv@1.out,0.43631258246224564,0.11351840782482825,0.14323337373101536,0.14561871146193425,0.12565514870446326,0.14363349074516604,0.11496859651148211,0.24156872571386667,0.5850160083126905,0.21770050065016272,0.14825839642677907,0.07730940296777909
MITDB/213.test.csv@2.out,0.17839059618499725,0.2547110740868033,0.5960595046038842,0.7595168468461981,0.4866571526129496,0.19461496669608438,0.2092305882696606,0.2570201861254547,0.7197902878678232,0.4410944915939918,0.8569219302156142,0.45209577357954894
MITDB/201.test.csv@1.out,0.7640542986513288,0.30033028577008536,0.4564727465098598,0.4507455000389635,0.32364605882270364,0.2795222635511095,0.3154489925696151,0.4066962607530449,0.8760153829528186,0.7027632845915542,0.37771544832408127,0.22972106533335343
MITDB/234.test.csv@2.out,0.18385733370711704,0.03918342493096645,0.017970898767275964,0.023522008804855204,0.018961125584988425,0.06765859344635354,0.01855745975551532,0.06218211747126572,0.3320393343208262,0.19995301533877335,0.06681292669299675,0.05006758705005229
MITDB/111.test.csv@2.out,0.020973364935001005,0.0012924181155957247,0.0030118034605853255,0.003722619264616702,0.001915129304705435,0.000654518053092127,0.0010382136128322908,0.0026465012196989126,0.010405763145915702,0.14080824766199362,0.0018060937268069704,0.0005164845740036781
MITDB/223.test.csv@1.out,0.8415923179580236,0.2779814929874175,0.5402624343236824,0.4053201003846285,0.30239573385962726,0.2890758210816785,0.3147577514386807,0.5807244622916018,0.8890130800574008,0.5585416962248637,0.3229532224641638,0.24205740953428542
MITDB/118.test.csv@2.out,0.1542249115428585,0.06935213471958765,0.069270768682676,0.07878115703587876,0.062484995933306045,0.14723549468703737,0.0634692732534135,0.2625346963633817,0.24921060993872415,0.13617820652600207,0.0919925325341312,0.0704107545816542
MITDB/233.test.csv@1.out,0.6259512777715042,0.300506869221199,0.6438603842503371,0.7366213583466616,0.4676089087723173,0.35503351009803424,0.30841808422014944,0.46811693757159145,0.9755772347581839,0.48352444331077765,0.7423207535449686,0.4753114340441206
MITDB/215.test.csv@1.out,0.7627416913003748,0.07682167610799,0.7233746949458375,0.7964525081427054,0.1637743235913475,0.052273549413004536,0.055321798045765855,0.18825374428286842,0.9608910094857291,0.5612904149893139,0.8289414936898144,0.23427040446757083
MITDB/213.test.csv@1.out,0.5371718512873777,0.2960126676395614,0.5461061672130688,0.6654304621915215,0.3372637509280859,0.26168277218476105,0.18656090080935264,0.2726074712115632,0.6972593791934316,0.8246953356875771,0.7509655515348251,0.36682209333780774
MITDB/210.test.csv@1.out,0.7154454929504014,0.12612408625128085,0.19171762533621972,0.2500783684736221,0.14289188333222574,0.149779514206752,0.10891595374916013,0.343562685118499,0.8515054938341148,0.1813271343179891,0.20458756259609284,0.11113660720436684
MITDB/215.test.csv@2.out,0.5793723308938796,0.15029212434994574,0.1893929463484214,0.1862297136959505,0.10039721570171124,0.05158900200405909,0.05489748837853683,0.08359035080504983,0.5335212084390621,0.3609585053688343,0.16396057456385477,0.2249546531690701
MITDB/100.test.csv@2.out,0.23360481716334394,0.01930745279496346,0.023852996940155406,0.023804889198614204,0.019604257286036434,0.3598870264081521,0.019600717878612603,0.24965697345802867,0.22668923202190266,0.16097076857026527,0.02888268481849298,0.022235539943826238
MITDB/212.test.csv@1.out,0.0004034921200066061,0.00039610006632599356,0.0003099899737896292,0.00035275253810040116,0.00038892831776534147,0.001662892967650227,0.00048722726477059555,0.0010816560892148862,0.00029365278047119075,0.00029592403426858106,0.00025406660048830893,0.0003659918527429993
MITDB/117.test.csv@1.out,0.0005150427044903607,0.0005391665027522781,0.023982391850206917,0.014484198207311713,0.007306821905863259,0.005342987431774445,0.0005271780966225123,0.0004681627415901317,0.0006933666548996971,0.0007627649558588907,0.0077388243142926865,0.0013408947262832055
MITDB/100.test.csv@1.out,0.29715630523970826,0.019408236900605155,0.018316498484202595,0.03448326970912831,0.017014276997531524,0.19962436146946005,0.01747810840734098,0.33313119085105103,0.47671312780552694,0.12983559755362586,0.08726335603240819,0.01890611096743658
MITDB/105.test.csv@1.out,0.11317989684064714,0.04276224380171341,0.07187382508503717,0.09240597886165022,0.04917893710752839,0.05385773201052988,0.040586364602388,0.09453960250173549,0.12073653501566858,0.14905487169180184,0.11349024657533653,0.05098270601861721
MITDB/109.test.csv@2.out,0.6559495007450882,0.02227488178279008,0.13384853682985626,0.12265475409460541,0.09301065584571508,0.027495878203016005,0.014629591403557116,0.10158234651939105,0.8792129376168967,0.7230106700463487,0.17033714941774963,0.016952603150208002
MITDB/201.test.csv@2.out,0.5470898753037194,0.293813323545118,0.40887339996077043,0.462024217321627,0.31048024412416086,0.26026161549876786,0.2822964955629901,0.3965679418050601,0.6894916298587906,0.4392648503994729,0.49838886234159185,0.25171927508157255
MITDB/233.test.csv@2.out,0.41455596299976527,0.3208097907941334,0.5407231632746851,0.37502634099040844,0.36877507476778354,0.32982509692603673,0.327856104750364,0.7669367731136321,0.9525945125737999,0.33431889710457885,0.286961181737996,0.2648350843080739
MITDB/223.test.csv@2.out,0.624223291177185,0.30982409146603135,0.43805559826692686,0.404193186221132,0.29959908283314995,0.3089654622228428,0.26168012334647917,0.5048677505173178,0.6873402245203469,0.3492495789717109,0.39106808945603666,0.26739618096938855
MITDB/219.test.csv@2.out,0.5609530303362493,0.1506449908490568,0.13388064471632796,0.13289818770118586,0.12165646990043169,0.0997580700170118,0.12049837523872087,0.18979142460117482,0.5267905947697925,0.4319854669519285,0.13606519315009544,0.08490770214891537
MITDB/221.test.csv@1.out,0.4033425578165506,0.18931389054755907,0.7064123144008768,0.7459713712507833,0.36898018767184937,0.21832734832998354,0.15975966604094688,0.16530113638155844,0.44327734957954124,0.2559587360511604,0.7288008427593872,0.2972868579804366
MITDB/118.test.csv@1.out,0.4224616502510193,0.06390038851309368,0.08141007661586729,0.07367985779530595,0.05827843422440357,0.08761099901108776,0.06907679787796184,0.24845127841243606,0.47995800958198,0.33454103894723014,0.08339927664694241,0.056891788659926376
MITDB/234.test.csv@1.out,0.21291983851926277,0.03485651903712231,0.02007160262594238,0.026930494562470902,0.01619843236844637,0.20955391482742652,0.029440458271566293,0.1714601487159515,0.3622175362112888,0.20713349381203397,0.03281751545986156,0.019802592310703297
MITDB/109.test.csv@1.out,0.7254166031023046,0.041136522570182854,0.08099011851220964,0.04590809214502857,0.0276465346470922,0.06239647612865216,0.02485547076355357,0.2972936386277091,0.9212517896349052,0.4180300570087432,0.037304224886662025,0.014501005362478302
MITDB/105.test.csv@2.out,0.2879758181153591,0.03748360256695954,0.04671082455085035,0.04847864903528416,0.03902812178022205,0.06550423217354702,0.03733993537829651,0.09268977058374371,0.4951347872584326,0.14613970569703186,0.04855679885440086,0.08067370660029374
