,AE,CNN,HBOS,IFOREST,IFOREST1,LOF,LSTM,MP,NORMA,OCSVM,PCA,POLY
Occupancy/room-occupancy-0.test.csv@5.out,0.8368659945108942,0.6726994773345736,0.8013421137464414,0.8636880901580752,0.6899393826439947,0.40171826406656197,0.7352358623133504,0.30853564360762425,0.6400108959584286,0.6690287580359721,0.6681617627858684,0.6675819875702728
Occupancy/room-occupancy-0.test.csv@4.out,0.4371231453503207,0.7220919376171131,0.8217313136497127,0.8511595159204249,0.7763105521578492,0.3755120923797585,0.6828598596556845,0.274275322611831,0.33117063535435964,0.6680917757504213,0.7994566836877796,0.7286608434661326
Occupancy/room-occupancy-1.test.csv@4.out,0.2647600449459947,0.2065108220565261,0.37247175392129095,0.3962530051590031,0.3654918715212541,0.18303250483511116,0.175345327167663,0.13720016534419047,0.1389194177235355,0.44652217788777604,0.24383645352467523,0.40419224963774336
Occupancy/room-occupancy.train.csv@4.out,0.6764999384789157,0.4619946629494865,0.8092962995832137,0.7280876955922303,0.718515208202909,0.1344475729165487,0.2288175478618892,0.1271955033143764,0.46071839584212615,0.5418341866123171,0.7243758168485698,0.7222491757692966
Occupancy/room-occupancy-0.test.csv@3.out,0.5813176121413345,0.8768471081504168,0.8753005222843337,0.6027036188124463,0.7857833230843854,0.18224474474474475,0.7505573521322991,0.21411211668626018,0.8940826843270505,0.217620372288242,0.9280155501742976,0.5911049722042107
Occupancy/room-occupancy-1.test.csv@3.out,0.7491430485702922,0.47842081919565915,0.8132174955064806,0.5370368478004571,0.5403773050049698,0.10501487026971593,0.49445838683924936,0.11533710150958967,0.12789179468178305,0.1987948209951724,0.9106749047509424,0.4037519424416845
Occupancy/room-occupancy.train.csv@3.out,0.7499694146390025,0.7123852077748204,0.7816026867903879,0.4105731054991968,0.4196277110562575,0.10611643330876934,0.7026453809910628,0.1076961173252789,0.14219453396867204,0.7423888305983087,0.8921703528736641,0.46935846018297417
Occupancy/room-occupancy-0.test.csv@2.out,0.5596877553928292,0.6416667155204573,0.6590265910623047,0.7081821667105743,0.577568026700987,0.504294136196683,0.5705824706828783,0.3268247670998967,0.3621080158919152,0.5373840323846021,0.5285317440509151,0.6899846845452439
Occupancy/room-occupancy-0.test.csv@1.out,0.6286667556813021,0.7115646181868711,0.7829164858788172,0.8140585587611349,0.596120606945806,0.3716055307417384,0.6636269908278699,0.2293350853154755,0.4520560341581019,0.6595525198901381,0.7928200158352658,0.5650450927234733
Occupancy/room-occupancy.train.csv@5.out,0.3596677286762084,0.43703911696330255,0.45300790511485284,0.5665424827873036,0.4930173237739826,0.22207885699280558,0.347096032120908,0.15391723936622737,0.14099124010166308,0.46790447762026266,0.39706021484340875,0.722739828661656
